시장구분,,,,종목코드,,,,종목명,,,,업종명,,,,,,,,
유가증권,,,,A000020,,,,동화약품,,,,완제의약품제조업,,,,,,,,
부채총계,,"4,151","5,022","5,012","3,153","3,449","2,644","2,776","2,455","3,030","3,329","4,153","5,431","8,917","9,971","9,133","9,494","3,900","4,298","5,915"
자본총계,,608,815,"-1,149",139,105,412,487,764,470,824,"1,150","1,824","1,841","2,852",904,-657,469,281,-659
매출액,,"3,865","4,419","2,213","2,959","3,346","3,434","3,519","3,714","4,145","4,488","5,543","6,146","6,699","7,834","6,876","6,729","3,935","2,845","2,786"
영업이익,,242,251,-707,202,182,252,172,140,509,241,154,397,19,321,-920,"-1,260","-1,490",-233,-404
순이익,,11,8,"-1,847",114,77,150,75,272,-290,58,167,207,-72,-95,"-1,952","-1,597","-3,001",-419,"-1,060"
연결순이익,,0,0,0,0,0,0,0,0,0,0,0,0,0,-95,"-1,952","-1,597","-3,001",-418,"-1,060"
EPS,,240,168,"-41,509",753,460,876,374,"1,365","-4,386",555,"1,062","1,166",-325,-325,"-5,640","-4,613","-72,986","-5,592","-13,278"
시장구분,,,,종목코드,,,,종목명,,,,업종명,,,,,,,,
유가증권,,,,A001340,,,,백광산업,,,,무기안료및기타금속산화물제조업,,,,,,,,
,1995.12,1996.12,1997.12,1998.12,1999.12,2000.12,2001.12,2002.12,2003.12,2004.12,2005.12,2006.12,2007.12,2008.12,2009.12,2010.12,2011.12,2012.12,2013.12,2014.12
,(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(IFRS 연결),(IFRS 연결),(IFRS 별도),(IFRS 별도),(IFRS 별도)
자산총계,,583,645,608,612,866,839,805,730,744,794,842,944,"2,234","3,246","3,686","4,224","4,857","5,026","4,492"
부채총계,,425,489,433,419,406,382,341,230,220,227,240,318,"1,387","1,484","1,687","2,178","2,828","3,394","3,207"
자본총계,,158,156,175,193,459,457,464,500,524,567,603,626,847,"1,762","1,999","2,046","2,029","1,632","1,285"
매출액,,506,585,636,581,642,677,688,757,746,905,899,855,"2,309","3,123","3,558","3,844","4,040","3,841","3,298"
영업이익,,53,41,55,32,31,36,42,74,53,76,78,63,182,221,280,167,130,-382,-243
순이익,,11,6,2,1,0,5,14,43,34,52,47,35,87,135,213,81,12,-394,-340
연결순이익,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,79,0,0,0
EPS,,827,110,123,73,-11,270,729,"2,205","1,776","2,780","2,489","1,852","3,703","5,406","8,217","2,873",40,"-1,305","-1,123"
시장구분,,,,종목코드,,,,종목명,,,,업종명,,,,,,,,
유가증권,,,,A001360,,,,삼성제약,,,,완제의약품제조업,,,,,,,,
,1994.12,1995.12,1996.12,1998.12,1999.12,2000.12,2001.12,2002.12,2003.12,2004.12,2005.12,2006.12,2007.12,2008.12,2009.12,2010.12,2011.12,2012.12,2013.12,2014.12
,(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(IFRS 별도),(IFRS 별도),(IFRS 별도),(IFRS 별도)
자산총계,,,"1,264",753,684,653,624,557,592,603,506,493,510,648,725,787,875,"1,030",802,574
부채총계,,,995,612,544,570,586,255,252,267,263,271,312,307,370,441,541,683,614,341
자본총계,,,269,142,140,82,38,302,340,336,243,222,198,341,355,346,334,347,187,233
매출액,,,660,292,220,305,329,314,276,285,274,286,328,332,371,392,441,473,469,303
영업이익,,,156,-57,-13,11,9,-68,29,11,-46,-103,-4,20,3,23,5,5,-114,-198
순이익,,,12,125,-52,-58,-45,100,6,-3,-94,-120,-24,6,13,-9,-17,-31,-185,-237
연결순이익,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPS,,,558,"4,396","-3,672","-3,918","-3,006","2,221",126,-57,"-1,693","-2,056",-312,84,174,-120,-230,-389,"-1,669","-1,304"
시장구분,,,,종목코드,,,,종목명,,,,업종명,,,,,,,,
유가증권,,,,A001380,,,,SG충남방적,,,,그외기타자동차부품제조업,,,,,,,,
,1995.12,1996.12,1997.12,1998.12,1999.12,2000.12,2001.12,2002.12,2003.12,2004.12,2005.12,2006.12,2007.12,2008.12,2009.12,2010.12,2011.12,2012.12,2013.12,2014.12
,(GAAP 개별),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결)
자산총계,,"6,682","7,021","5,560","4,792","4,557","4,046","3,377","3,075","2,683","2,645","1,575","1,789","1,847","1,037","1,287","1,888","1,860","1,965","2,012"
부채총계,,"3,487","4,534","3,580","3,317","3,135","2,840","2,654","2,145","2,297","2,380",919,246,218,215,353,581,664,729,766
자본총계,,"3,195","2,487","1,980","1,475","1,423","1,206",722,930,386,265,656,"1,543","1,628",822,934,"1,308","1,196","1,236","1,246"
매출액,,"2,348","2,136","2,004","2,271","2,190","1,988","1,683","1,297","1,069",857,784,583,498,490,570,906,"1,145","1,367","1,210"
영업이익,,-102,10,-94,14,-80,32,-190,-154,-233,-218,-99,-107,-97,5,33,18,-64,61,8
순이익,,-295,-839,-452,-388,-329,-225,-580,-156,-548,-110,398,-197,-47,-42,98,3,-106,23,-15
연결순이익,,-298,-842,-452,-388,-310,-225,-580,-156,-548,-110,398,-197,-47,-42,98,3,-106,23,-15
EPS,,"-3,686","-10,430","-5,602","-4,809","-4,713","-4,694","-5,418","-7,007","-12,061","-2,399","8,676","-2,276",-366,-534,235,7,-255,55,-36
시장구분,,,,종목코드,,,,종목명,,,,업종명,,,,,,,,
유가증권,,,,A001390,,,,KG케미칼,,,,"질소,인산및칼리질비료제조업",,,,,,,,
,1995.12,1996.12,1997.12,1998.12,1999.12,2000.12,2001.12,2002.12,2003.12,2004.12,2005.12,2006.12,2007.12,2008.12,2009.12,2010.12,2011.12,2012.12,2013.12,2014.12
,(GAAP 개별),(GAAP 연결),(GAAP 연결),(GAAP 개별),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결)
자산총계,,"1,613","1,738","1,247","1,123","1,211","1,235","1,187","1,334","1,537","2,260","2,551","2,571","4,293","4,248","5,188","8,540","8,014","9,111","9,289"
부채총계,,"1,430","1,497","1,332","1,374","1,165","1,218","1,256",615,790,"1,391","1,564","1,646","2,369","2,307","3,031","5,742","5,154","4,989","4,958"
자본총계,,183,242,-85,-251,47,17,-69,719,747,869,986,926,"1,924","1,942","2,156","2,799","2,860","4,123","4,332"
매출액,,"1,112","1,287","1,213",879,"1,219","1,341","1,368","1,466","2,033","2,596","2,481","2,728","4,126","3,738","3,885","5,613","7,587","8,506","8,776"
영업이익,,159,115,-128,-19,79,102,42,51,107,166,218,-6,351,177,138,316,280,590,710
순이익,,-1,-90,-403,-139,169,-29,-87,188,65,97,117,-39,64,84,63,123,227,230,407
연결순이익,,-1,-90,0,-139,169,-29,-87,188,65,95,113,-39,61,85,51,46,71,45,131
EPS,,-23,"-1,524","-5,000","-1,715","2,355",-410,"-1,207",411,599,912,"1,060",-362,587,820,507,0,746,443,"1,275"
시장구분,,,,종목코드,,,,종목명,,,,업종명,,,,,,,,
유가증권,,,,A001420,,,,태원물산,,,,그외기타자동차부품제조업,,,,,,,,
,1995.12,1996.12,1997.12,1998.12,1999.12,2000.12,2001.12,2002.12,2003.12,2004.12,2005.12,2006.12,2007.12,2008.12,2009.12,2010.12,2011.12,2012.12,2013.12,2014.12
,(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(IFRS 별도),(IFRS 별도),(IFRS 별도),(IFRS 별도)
자산총계,,389,428,419,473,410,343,336,329,338,353,381,390,359,376,424,477,451,424,424
부채총계,,157,199,198,216,180,105,102,90,93,99,108,110,99,111,152,188,156,115,111
자본총계,,232,229,221,256,230,238,234,239,245,253,273,280,261,265,272,289,295,309,314
매출액,,306,349,304,240,243,186,208,239,284,275,283,323,338,258,354,421,446,381,316
영업이익,,14,13,-3,-3,-20,-8,2,5,15,6,10,9,-9,-4,5,10,9,16,6
순이익,,4,-2,-7,3,-26,8,-3,4,8,9,15,12,0,3,10,23,14,20,8
연결순이익,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPS,,944,-338,"-1,588",734,"-4,332","1,373",-422,734,"1,383","1,375","2,244","1,842",-8,36,136,328,207,281,111
시장구분,,,,종목코드,,,,종목명,,,,업종명,,,,,,,,
유가증권,,,,A001430,,,,세아베스틸,,,,"제철,제강및합금철제조업",,,,,,,,
,1994.12,1995.12,1996.12,1998.12,1999.12,2000.12,2001.12,2002.12,2003.12,2004.12,2005.12,2006.12,2007.12,2008.12,2009.12,2010.12,2011.12,2012.12,2013.12,2014.12
,(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(IFRS 별도),(IFRS 별도),(IFRS 별도),(IFRS 별도)
자산총계,,,"13,595","12,196","12,228","12,123","11,738","11,504","9,450","9,160","9,869","11,388","13,399","16,813","16,980","17,509","19,994","21,591","22,091","24,293"
부채총계,,,"13,120","16,843","7,209","8,053","8,540","8,905","2,334","2,144","2,225","3,409","5,281","8,061","8,811","7,739","7,114","8,094","7,860","9,254"
자본총계,,,475,"-4,647","5,019","4,070","3,197","2,600","7,117","7,016","7,645","7,979","8,118","8,752","8,168","9,770","12,880","13,497","14,231","15,039"
매출액,,,"3,207","2,783","4,372","4,648","4,588","5,741","6,328","9,264","10,027","9,674","11,954","18,407","12,454","18,675","24,847","21,941","21,126","22,024"
영업이익,,,40,-564,80,80,90,164,-78,502,617,606,457,"1,815",14,"2,009","2,973","1,718","1,439","1,753"
순이익,,,-895,"-2,012","8,867",-955,-874,-672,"2,018",505,678,602,411,"1,017",-387,"1,431","2,266","1,192","1,040","1,237"
연결순이익,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPS,,,"-3,319","-9,102","37,048","-2,821","-2,583","-1,887","48,481","1,341","1,932","1,679","1,147","2,878","-1,098","4,075","6,317","3,336","2,922","3,475"
시장구분,,,,종목코드,,,,종목명,,,,업종명,,,,,,,,
유가증권,,,,A001440,,,,대한전선,,,,기타절연선및케이블제조업,,,,,,,,
,1995.12,1996.12,1997.12,1998.12,1999.12,2000.12,2001.12,2002.12,2003.12,2004.12,2005.12,2006.12,2007.12,2008.12,2009.12,2010.12,2011.12,2012.12,2013.12,2014.12
,(GAAP 개별),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결)
자산총계,,"13,079","18,200","17,574","17,459","13,012","14,089","20,486","22,352","24,006","25,720","28,145","45,254","68,267","52,492","37,370","35,229","28,803","22,550","18,735"
부채총계,,"11,348","12,695","11,461","10,153","7,983","8,427","13,319","14,607","15,501","14,527","15,395","32,088","53,808","41,213","29,262","31,984","26,923","19,838","18,001"
자본총계,,"1,731","5,504","6,113","7,306","5,028","5,662","7,167","7,745","8,505","11,193","12,750","13,166","14,458","11,279","8,108","3,245","1,881","2,711",734
매출액,,"12,294","14,110","14,583","14,000","12,859","13,382","13,527","14,115","19,677","19,446","27,071","31,400","47,347","31,984","31,026","31,115","25,299","25,135","21,179"
영업이익,,860,"1,044",660,720,793,"1,046",915,854,801,370,"1,193","1,292","1,067",464,642,-308,-667,"-1,985",156
순이익,,91,23,114,284,311,473,633,445,369,"1,574","1,185","1,203",2,"-3,567","-7,660","-3,086","-5,781","-5,934","-2,211"
연결순이익,,104,34,136,314,312,474,663,430,455,"1,443","1,030",763,700,"-2,855","-7,245","-2,579","-4,813","-5,825","-2,171"
EPS,,692,17,750,"1,731","1,953","2,964","2,084","1,332","1,186","3,607","2,219","1,595","1,473","-6,025","-9,546","-1,727","-16,805","-5,475","-6,755"
시장구분,,,,종목코드,,,,종목명,,,,업종명,,,,,,,,
유가증권,,,,A001460,,,,BYC,,,,내의및잠옷제조업,,,,,,,,
,1995.12,1996.12,1997.12,1998.12,1999.12,2000.12,2001.12,2002.12,2003.12,2004.12,2005.12,2006.12,2007.12,2008.12,2009.12,2010.12,2011.12,2012.12,2013.12,2014.12
,(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결)
자산총계,,"1,923","2,058","2,115","2,311","2,203","2,435","2,524","2,798","2,829","2,876","3,112","3,418","3,577","3,626","4,104","4,779","5,055","5,252","6,084"
부채총계,,781,757,753,628,539,600,635,804,778,725,843,"1,050","1,161","1,032","1,272","1,691","1,721","1,772","2,430"
자본총계,,"1,142","1,301","1,362","1,683","1,664","1,835","1,889","1,994","2,051","2,151","2,269","2,369","2,416","2,594","2,832","3,088","3,333","3,479","3,654"
매출액,,"3,382","3,035","2,414","2,358","2,064","1,977","1,821","1,756","1,565","1,507","1,396","1,407","1,672","1,773","2,060","2,021","2,170","1,824","1,769"
영업이익,,216,133,277,177,105,120,93,27,79,140,163,120,126,265,335,395,334,251,279
순이익,,139,163,64,185,162,143,79,106,73,111,117,92,50,193,220,270,247,155,191
연결순이익,,0,0,64,185,162,143,78,106,73,111,117,92,50,193,220,270,247,156,191
EPS,,"21,967","26,051","10,079","29,477","25,683","22,697","12,348","16,739","11,386","17,456","18,412","14,498","7,741","30,571","34,866",0,0,"24,570","30,221"
시장구분,,,,종목코드,,,,종목명,,,,업종명,,,,,,,,
유가증권,,,,A001470,,,,삼부토건,,,,도로건설업,,,,,,,,
,1995.12,1996.12,1997.12,1998.12,1999.12,2000.12,2001.12,2002.12,2003.12,2004.12,2005.12,2006.12,2007.12,2008.12,2009.12,2010.12,2011.12,2012.12,2013.12,2014.12
,(GAAP 개별),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결)
자산총계,,"5,424","6,101","7,661","6,944","7,092","7,050","6,806","6,929","7,671","7,987","8,208","9,486","11,574","10,750","12,378","16,651","15,670","15,977","22,171"
부채총계,,"4,176","5,070","5,068","4,339","4,556","4,509","4,236","4,253","4,682","4,735","4,829","6,079","8,167","7,759","9,765","15,329","14,971","15,507","18,334"
자본총계,,"1,249","1,031","2,592","2,605","2,537","2,540","2,570","2,676","2,989","3,252","3,379","3,406","3,408","2,991","2,613","1,323",699,470,"3,837"
매출액,,"4,224","5,004","5,169","4,978","4,501","4,840","5,005","5,668","7,083","7,484","6,994","6,558","8,373","9,276","9,578","7,280","6,138","5,984","6,078"
영업이익,,222,219,243,273,336,315,235,348,540,461,466,172,335,136,179,"-2,332",-294,-247,-700
순이익,,0,-44,-86,-10,-2,11,36,85,278,285,290,105,23,-419,-403,"-2,400",-296,"-1,766","-2,726"
연결순이익,,-31,-68,-101,-17,-12,6,30,80,276,284,290,105,23,-239,-263,"-2,343",-286,"-1,720","-2,635"
EPS,,-455,"-1,295","-1,987",-270,-188,95,453,"1,197","4,001","4,047","4,139","1,496",322,"-3,348","-3,613","-31,534","-3,845","-22,740","-32,951"
시장구분,,,,종목코드,,,,종목명,,,,업종명,,,,,,,,
유가증권,,,,A001520,,,,동양,,,,시멘트제조업,,,,,,,,
,1995.12,1996.12,1997.12,1998.12,1999.12,2000.12,2001.12,2002.12,2003.12,2004.12,2005.12,2006.12,2007.12,2008.12,2009.12,2010.12,2011.12,2012.12,2013.12,2014.12
,(GAAP 개별),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결)
자산총계,,"20,830","26,225","28,475","27,481","82,035","63,769","66,139","70,502","120,562","23,561","180,300","220,614","252,947","285,749","35,565","36,335","34,014","11,246","8,304"
부채총계,,"16,540","22,186","22,599","20,506","79,426","64,477","69,419","75,755","122,907","24,440","169,162","205,654","239,674","270,367","33,332","32,798","31,668","16,010","4,555"
자본총계,,"4,290","4,039","5,875","6,974","2,609",-708,"-3,280","-5,254","-2,345",-878,"11,138","14,960","13,273","15,381","2,232","3,537","2,346","-4,764","3,750"
매출액,,"13,519","16,476","15,465","16,069","39,138","34,886","30,458","30,039","29,441","9,847","27,268","51,267","66,703","64,611","14,496","14,919","17,094","5,676","3,812"
영업이익,,"1,011","1,542",820,"1,376",670,829,"1,514","1,942","1,859",399,527,"2,353",458,"2,254",-507,-256,753,-141,242
순이익,,-137,-132,"-1,261",511,"-1,665","-2,194","-3,661",-679,-719,-60,"1,292",808,"-2,023",-46,"-1,682",-938,"-1,436","-6,703","6,320"
연결순이익,,-126,-69,"-1,160",508,-841,"-1,902","-3,615",-649,-477,-75,667,-380,"-2,332","-1,406","-2,288",-675,"-1,350","-5,996","6,376"
EPS,,"-1,467",-701,"-9,506","3,027","-3,193","-7,210","-13,678","-2,457","-1,816",-239,"1,502",-627,"-3,151","-1,869","-3,037",0,-577,"-2,559","3,410"
시장구분,,,,종목코드,,,,종목명,,,,업종명,,,,,,,,
유가증권,,,,A001530,,,,동일방직,,,,면방적업,,,,,,,,
,1995.12,1996.12,1997.12,1998.12,1999.12,2000.12,2001.12,2002.12,2003.12,2004.12,2005.12,2006.12,2007.12,2008.12,2009.12,2010.12,2011.12,2012.12,2013.12,2014.12
,(GAAP 개별),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결)
자산총계,,"4,903","4,733","5,020","4,908","5,051","5,397","5,567","5,746","5,393","5,421","5,902","5,331","5,501","5,295","6,187","9,769","9,200","9,942","9,848"
부채총계,,"3,237","3,103","2,865","2,606","2,653","2,828","2,774","2,885","2,619","2,615","2,700","2,240","2,456","2,157","2,887","3,905","3,589","4,257","4,241"
자본총계,,"1,666","1,630","2,155","2,301","2,397","2,568","2,793","2,862","2,773","2,806","3,202","3,091","3,045","3,138","3,300","5,864","5,611","5,685","5,608"
매출액,,"3,133","3,370","3,553","3,917","4,113","4,848","5,002","5,481","5,001","4,639","4,644","4,856","5,287","5,205","6,514","8,161","7,523","7,731","7,646"
영업이익,,111,131,264,332,354,474,470,295,70,-35,-31,43,177,78,345,288,-12,280,141
순이익,,-117,-71,-5,116,72,254,269,143,11,85,539,36,71,81,241,174,-53,148,42
연결순이익,,-118,-69,7,97,40,189,196,112,48,61,594,27,24,52,179,84,-166,43,-51
EPS,,"-7,011","-5,719",299,"5,176","2,204","10,488","11,303","6,577","2,866","3,688","35,153","1,569","1,387","2,929","9,889","4,904","-9,922","2,603","-3,138"
시장구분,,,,종목코드,,,,종목명,,,,업종명,,,,,,,,
유가증권,,,,A001550,,,,조비,,,,복합비료제조업,,,,,,,,
,1996.06,1997.06,1998.06,1999.06,1999.12,2000.12,2001.12,2002.12,2003.12,2004.12,2005.12,2006.12,2007.12,2008.12,2009.12,2010.12,2011.12,2012.12,2013.12,2014.12
,(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 연결),(GAAP 연결),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(IFRS 별도),(IFRS 별도),(IFRS 별도),(IFRS 별도)
자산총계,748,676,636,730,629,635,640,564,558,546,588,603,561,866,931,922,845,809,814,833
부채총계,633,518,462,389,350,337,295,272,464,394,456,485,431,628,662,685,735,663,507,548
자본총계,115,158,174,341,280,298,345,292,94,152,133,118,129,238,268,237,110,146,307,284
매출액,590,546,517,560,123,463,404,374,413,456,489,410,492,514,600,485,404,485,614,548
영업이익,60,37,50,68,-11,54,24,0,13,2,-3,5,-4,6,50,1,-91,-27,39,9
순이익,6,6,-34,14,-31,14,-7,-9,-183,-30,-20,-15,12,-63,30,-32,-125,-64,12,-23
연결순이익,0,0,0,0,0,0,-7,-9,0,0,0,0,0,0,0,0,0,0,0,0
EPS,745,505,"-2,181",732,"-1,710",786,-380,-467,"-9,792",-890,-419,-314,460,"-4,048","1,937","-2,035","-7,979","-3,956",343,-574
시장구분,,,,종목코드,,,,종목명,,,,업종명,,,,,,,,
유가증권,,,,A001560,,,,제일연마,,,,연마재제조업,,,,,,,,
,1995.12,1996.12,1997.12,1998.12,1999.12,2000.12,2001.12,2002.12,2003.12,2004.12,2005.12,2006.12,2007.12,2008.12,2009.12,2010.12,2011.12,2012.12,2013.12,2014.12
,(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 연결),(GAAP 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결)
자산총계,,,,,304,346,371,436,458,429,530,567,622,562,790,830,925,979,901,966
부채총계,,,,,163,176,163,192,175,116,110,105,98,97,212,182,225,221,279,311
자본총계,,,,,141,170,208,244,283,313,419,462,523,465,578,648,700,758,622,655
매출액,,,,,333,393,416,455,490,497,446,463,517,551,710,802,877,861,859,882
영업이익,,,,,29,49,41,48,46,31,13,36,63,45,63,91,92,67,51,69
순이익,,,,,15,36,29,43,33,33,33,43,83,22,69,84,74,72,67,65
연결순이익,,,,,0,0,0,0,0,0,0,0,0,0,69,84,74,72,66,65
EPS,,,,,0,0,"18,358","26,969","4,707","4,692",843,863,"1,667",222,719,872,754,725,772,867
시장구분,,,,종목코드,,,,종목명,,,,업종명,,,,,,,,
유가증권,,,,A001570,,,,금양,,,,그외기타분류안된화학제품제조업,,,,,,,,
,1995.12,1996.12,1997.12,1998.12,1999.12,2000.12,2001.12,2002.12,2003.12,2004.12,2005.12,2006.12,2007.12,2008.12,2009.12,2010.12,2011.12,2012.12,2013.12,2014.12
,(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결)
자산총계,,490,569,665,984,"1,112","1,012",617,504,446,437,456,545,868,996,"1,064","1,308","1,276","1,471","1,602"
부채총계,,302,381,396,698,815,719,553,392,338,284,302,331,413,569,649,856,820,"1,016","1,158"
자본총계,,188,188,270,285,297,293,64,112,108,154,154,214,455,426,415,452,455,456,445
매출액,,467,563,654,617,513,555,509,399,488,565,485,539,687,793,"1,009","1,098","1,229","1,563","1,586"
영업이익,,1,6,30,7,-55,-29,-17,4,34,47,29,16,37,19,31,70,66,56,52
순이익,,1,4,40,36,-57,-28,-316,-55,3,61,5,0,33,15,8,30,37,7,-1
연결순이익,,0,0,0,0,-56,-27,-313,-54,2,61,5,0,33,15,8,30,37,7,-1
EPS,,90,357,"3,201","2,141",-337,-130,"-1,015",-177,8,208,18,1,85,41,23,88,110,20,-3
시장구분,,,,종목코드,,,,종목명,,,,업종명,,,,,,,,
유가증권,,,,A001620,,,,동국실업,,,,그외기타자동차부품제조업,,,,,,,,
,1995.12,1996.12,1997.12,1998.12,1999.12,2000.12,2001.12,2002.12,2003.12,2004.12,2005.12,2006.12,2007.12,2008.12,2009.12,2010.12,2011.12,2012.12,2013.12,2014.12
,(GAAP 개별),(GAAP 연결),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 연결),(GAAP 연결),(GAAP 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결)
자산총계,,"1,493",545,996,918,"1,204",987,"1,132",925,978,993,995,973,"1,444","1,708","2,022","2,932","3,168","4,853","5,164"
부채총계,,"1,077",301,378,453,518,348,444,395,451,463,439,322,664,861,980,"1,456","1,579","3,046","3,430"
자본총계,,416,244,618,465,686,639,688,530,527,530,556,652,780,847,"1,042","1,476","1,589","1,807","1,734"
매출액,,"1,218",227,240,380,686,664,892,819,966,"1,073","1,141","1,063","1,123","1,650","2,418","3,426","3,934","4,652","6,723"
영업이익,,-17,-5,-18,1,15,30,-22,14,8,-4,9,-11,-53,45,85,185,194,135,19
순이익,,-38,-17,7,13,-12,16,-48,10,6,6,33,19,124,88,75,220,123,223,-48
연결순이익,,-5,0,0,0,-12,4,-28,0,0,0,0,0,124,88,75,219,124,213,-64
EPS,,-397,"-1,314",554,701,-524,165,"-1,195",462,262,304,"1,562",80,473,332,286,833,470,810,-242
시장구분,,,,종목코드,,,,종목명,,,,업종명,,,,,,,,
유가증권,,,,A001630,,,,종근당홀딩스,,,,비금융지주회사,,,,,,,,
,1995.12,1996.12,1997.12,1998.12,1999.12,2000.12,2001.12,2002.12,2003.12,2004.12,2005.12,2006.12,2007.12,2008.12,2009.12,2010.12,2011.12,2012.12,2013.12,2014.12
,(GAAP 개별),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결)
자산총계,,"3,260","4,482","5,764","5,660","5,817","4,874","4,206","3,934","3,320","3,570","3,966","4,120","4,506","4,602","5,538","6,755","7,080","2,775","3,027"
부채총계,,"2,303","3,524","4,204","3,557","3,575","3,102","3,049","2,820","2,074","2,172","2,348","2,314","2,474","2,324","2,828","3,162","3,234",922,"1,142"
